,Numbers,Location,Size,Rocktype,Volume,Weight,Height above sea level,Compass,Distance,Number of Boulders mentioned,Extra,Author,Paragraph,Page
38,38,Loch Awe - Kaim - Port Sommachan,,mica - schist,,,height above sea level : 600 feet,N.W. - N.,,1,bank - knoll - gravel,,4,19
39,39,,,whinstone,,,height above sea level : 600 feet,,,1,knoll,,7,20
40,40,N.W,high : 4 feet - wide : 21 feet,,,,height above sea level : 670 feet,N.W. - W.N.W.,,1,,,3,21
41,41,N.W,12 x 6 x 5,,,,height above sea level : 795 feet,,,1,,,4,21
42,42,Islay - Scotland - Lock Killesport - Ormsary House - Lochgilphead,,,,,,,,1,,Loch Killesport.,6,21
43,43,Ormsary House,girth : 65 feet - height : 16 feet,gneiss,,,,,,1,,,7,21
44,44,Ormsary House - Itsnarrowest,length : 52 feet - width : 36 feet - height : 20 feet - high : 35 feet,,,weight : 2770 tons,height above sea level : 40 feet,,,2,bank - gravel,,2,22
45,45,Loch Killesport,,,,,,,,1,,,3,22
46,46,Loch Killesport,23 x 14 - 20 x 12 x 10,,,,,"E. - W. - W.S,",,1,bank - gravel,,4,22
47,47,Loch Killesport,"24 x 16 x 13, 18 x 10 x 8",,,,,W.N.W.,,1,bank - gravel,,5,22
48,48,"Ballibayach - Loch Killesport - Vermont - New Hampshire - ¢‘The Green Mountain Giiaunt,”","33 x 18 x 12, 62 x 50 x 40",gneiss - mica - slate,,weight : 400 tons - weight : 6000 tons,height above sea level : 600 feet - height above sea level : 3400 tons,,,1,,,7,22
49,49,Loch Killesport - Ilichlands - Scotland,,detritus,,,height above sea level : 2000 feet,,,1,,,2,23
50,50,Lock Swin - Argyleshire - Lochgilphead,,gneiss - granite - Silurian,,,,,,1,bank,Alexander,3,23
51,51,Jura,,Silurian,,,,W.N.W.,,1,bank,Silurian,4,23
52,52,Keills,18 x 15 x 12,gneiss - granite,,,height above sea level : 150 feet,,,1,,,2,24
53,53,Keills - Islund of Duna - Loch Swin,16 x 10 x 9,,,,,"E. - W,",,3,,Angus,3,24
54,54,Lochgilphead - Curiy Bay - North Knapdale - S.W. - Jura,12 x 6 x 6,gneiss,,,height above sea level : 270 feet,S.W. - N.W. - N.N.W.,,1,,,4,24
55,55,Tayeallich - Loch Swin,,,,,,,,1,,,5,24
56,56,Seotnish - Loch Swin,18 x 11,,,,,,,1,,,6,24
57,57,Lock Mhwrvick,36 x 15 x 13,sand - detritus,,weight : 500 tons,height above sea level : 30 feet - height above sea level : 300 feet,"W.S. - W,",,1,knoll - sand - gravel,Loch Swin,7,24
58,58,Loch Swin - N.E. - S.W - N.W,,sandstone,,,height above sea level : 500 feet,"N.E. - S.W, - N.W. - N.W,",,100,clay,,2,25
59,59,Ayton - Whitficld - Cockburn Law,,granite - sand,,,height above sea level : 270 feet - height above sea level : 200 feet,N.E. - W.N.W. - N.W.,,1,bed - sand,,5,25
60,60,Loch Swin - N.E. - S.W - N.W,,sandstone,,,height above sea level : 500 feet,"N.E. - S.W, - N.W. - N.W,",,100,clay,,2,25
61,61,Chirnside - Old Castles - Stanchal,,granite,,weight : 2 tons,height above sea level : 300 feet,,,1,,,4,25
62,62,Dlackadder - Edrom - ITardens - N.W.,height : 4 feet - width : 2 feet,blue whin - greenstone,,,height above sea level : 250 feet - height above sea level : 500 feet,"N.W.,",,1,knoll - gravel,,2,26
63,63,Hutton - Paxton - N.W. - Borthwick Hill - Dunse - Derwickshire - Kyles - Dirrington,71 x 41 x 3,blue whinstone - conglomerate - white sandstone,,weight : 12 tons,,N.W. - N.,,1,clay,,3,26
64,64,Droad - Sunwick,,blue whinstone,,,,"N. - W,",,1,,,4,26
65,65,Earlston - Old Red Sandstone,,felspar - porphyry - Sandstone,,,,,,1,,,6,26
66,66,Derwickshire - Reston - Ayton - Ecclaw Edge - Burnhouses - Windshiel - Kid - Abbey St Bathans - River Whitadder - Ellenford - ¢Derwick. Nat. Club Trans.”,,gneiss - mica - slate - quartz - red felspar - sandstone - granite - conglomerate,,,height above sea level : 387 feet,"N.N.W,",,100,pebbles - shingle,Stevenson,2,27
67,67,Arran. - Drodick - Corrie - Brodick Bay - Boulders - Drodick Day,,,,,,,,1,,Ispent,3,27
68,68,Brodick Bay - Corriegill Doulder,girth : 15 feet,,,,,"N.W. - S.E.,",,1,,,2,28
69,69,Brodick Bay - Corriegill Doulder,,granite - quartz - felspar - mica,,,,,,1,,,3,28
70,70,N.N.W. - Goatfell,,Granite,,,,"N.N.W.,",,1,,,4,28
71,71,N.N.W. - Goatfell,12 x 9 x 8,,,,,,,1,,,5,28
72,72,Goatfell,,,,,,N. - E.,,1,,,6,28
73,73,Corric,,,,,height above sea level : 96 feet,,,2,,,7,28
74,74,Corric,,granite,,,,,,2,,,11,28
75,75,Corric,,sandstone,,,,,,1,,,13,28
76,76,Corrie,height : 18 feet - girth : 56 feet,,,weight : 262 tons,height above sea level : 200 tons,,,1,,Bryce,3,29
77,77,N. and S.,height : 12 feet,granite,,,,N. - S.,,1,,,4,29
78,78,N. and S.,height : 10 feet,,,,,,,1,,,5,29
79,79,N. and S.,length : 33 feet - width : 8 feet - height : 8 feet,granite - Sandstone - conglomerate - sandstone,,,height above sea level : 12 feet,,,1,,,6,29
80,80,N. and S.,,conglomerate - sandstone,,,,,,1,,,7,29
81,81,,,sandstone,,,,,,1,,,2,30
82,82,,,granite - conglomerate,,,height above sea level : 587 feet,,,1,,,4,30
83,83,,,granite,,,height above sea level : 1270 feet,,,2,,,6,30
84,84,,long : 9 feet - wide : 12 feet,,,,,"N. - S.,",,1,,,7,30
85,85,,,,,,,,,1,,,9,30
86,86,N.W.,,,,,,N.W.,,1,,,10,30
87,87,Loch Ranza,,sand,,,height above sea level : 100 feet,,,1,gravel - sand,,1,31
88,88,Loch Ranza,,,,,,,,1,,,2,31
89,89,Glasgow Nat. Hist,,sand - Sandstone - quartz,,,height above sea level : 600 feet,W. - N. - N.W.,,1,sand - clay - pebbles,N. Maeartney,4,31
90,90,Ardrossan - Ayrshire,,conglomerate - white quartz,,,,,,1,pebbles,,6,31
91,91,Lamlash Bay - Arran,,,,,,,,1,,,7,31
92,92,Millport - Buteshire,,granite,,,,,,2,,,9,31
93,93,Near DBeith - Ayrshire,,granite - felspar,,,height above sea level : 560 feet,,,1,,Craig,10,31
94,94,Arran - Cuffs Hill,,porphyry,,,,,,1,,,1,32
95,95,Arran,,,,,,,,1,,,2,32
96,96,Loth - Goatfell - Drodick,,,,,height above sea level : 2874 feet,S.E.,,1,,,3,32
97,97,Ly the Rev,,mica - schist - Sandstone,,,,"N.N.E.,",,1,,Lytteil,4,32
98,98,Ly the Rev,,schist,,,,,,1,,,5,32
99,99,S.W - Kennery - Millport,,schist,,,height above sea level : 12 feet,"S.W,",,1,,,6,32
100,100,Jordanhill - “Split Boulder”,8 x 7 x 6,trap,,,,,,1,,Smith,4,33
101,101,Old Red Sandstone - N.N.W. - Rothesay - Toward - ““Rocking Stone.”,,Sandstone - conglomerate,,,,N.N.W.,,1,,Lytteil,5,33
102,102,Aberdeen - Habbie - Pentlands - Sceotland - ¢London Geological Soeiety’s Journal”,,mica - slate - trap - basalt - red felspar - porphyry,,,height above sea level : 1600 feet,"N.N.W. - S.S.E.,",,1,clay,Nicol,3,34
103,103,Inchkeith - Fife - Mid - Lothian,,basalt - porphyry - sand,,,height above sea level : 60 feet,,,1,gravel - sand - bed - shingle,Moggridge,4,34
104,104,Edinburgh - Water of Leith - Whelpside - Kaims - Dalmahoy,"13 x 10 x 6, 10 x 8 x 5 - long : 5 feet",porphyry - hornblende - white felspar,,,,"S.W. - E. - W, - W.,",,2,,John Macnair,4,35
105,105,Kaims hill - N.W.,,sandstone,,,,N.W.,,1,,,5,35
106,106,Trans,,gneiss - granite - mica - slate,,,,,,1,,Robert J. Tlay Cunningham,1,36
107,107,Ruberslaw,,greenstone - Sandstone,,,,,,1,,Edin. Roy,2,36
108,108,Nesbit,8 x 7 x 5 - height : 5 feet,greenstone - Sandstone,,,,"S. - W,",,1,,,3,36
109,109,N.W,,sand,,,height above sea level : 774 feet - height above sea level : 224 feet - height above sea level : 400 feet,"N.W, - S.W.",,1,gravel - sand - knoll,,1,37
110,110,Penielheugh,,Sandstone - sandstone,,,,,,1,,,2,37
111,111,Penielheugh Hill - Old Red Sandstone,,Sandstone,,,,,,1,,,3,37
112,112,Meigle Iill - Galashiels,6 x 41 x 3,,,,,,,1,,,1,38
113,113,"N.W. - * erratics,” - ‘¢Estuary of the Forth ”",long : 12 feet,Silurian - conglomerate,,,height above sea level : 1430 feet,"N.W. - S.E.,",,1,gravel,,2,38
114,114,,,conglomerate,,,,,,1,,,1,39
115,115,Doune - Callander,,conglomerate,,,,,,1,,,7,39
116,116,Cornton - Stirling - DBridge - Allan,,conglomerate,,,,,,1,,,8,39
117,117,Stirling Castle,,conglomerate - gneiss - slate - felspar - porphyry,,,height above sea level : 600 feet,"N. - W,",,1,,,9,39
118,118,Stirling,,granite - gneiss - whinstone,,,,S.E.,,1,,,10,39
119,119,Glenbernie - Torwood,,conglomerate,,,,S.S.,,1,,,11,39
120,120,Dunmore - Stirling,,conglomerate,,,,S.E.,,1,,,12,39
121,121,Callendar,,conglomerate,,,,S.W.,,1,,,13,39
122,122,N.W,,,,,,N.W.,,1,,,14,39
123,123,,,conglomerate,,,,,,1,,,4,40
124,124,Bucklyvie - Stirling,height : 70 feet,sand,,,,"E. - W,",,1,knoll - gravel - sand,,5,40
125,125,Valley of the Stinchar - Poundland,,,,,,,,1,clay,HEDDLE'S,9,41
126,126,Colmonell,27 x 23 x 12,,,,height above sea level : 200 feet,N. - S.,,1,,,3,41
127,127,Colmonell,,,,,,,,1,,,5,41
128,128,Colmonell,21 x 21 x 10 - height : 10 feet,,,,,"N, - S.",,1,,,7,41
129,129,Lendalfoot - Old Red Sandstone,8 x 6 x 6,Sandstone - conglomerate,,,,,,1,,,8,41
130,130,Newton - North Uist - Glasgow - Newton.,,,,,,"N.N.W. - S.S.E. - N.W. - S.W.,",,1,,"Brown, James Thomson",6,42
131,131,Clisham - Langa,,,,,height above sea level : 1400 feet,,,1,,,3,43
132,132,Loch Tarbert,,hornblende,,,,,,1,,,5,43
133,133,Scalpa Island.,7 x 6 x 6,granite - gneiss,,,,,,1,knoll,,8,43
134,134,Harris - N.W,,granite,,,,"N.W,,",,2,bed,,1,44
135,135,Slieant Islands.,,trap,,,height above sea level : 500 feet,,,3,,,2,44
136,136,Slieant Islands.,,gneiss,,,,,,2,,,4,44
137,137,N.W.,,conglomerate,,,,"N.W.,",,1,,,5,44
138,138,N.W.,,,,,,,,1,,,9,44
139,139,Shiant Islands,,conglomerate,,,,,,1,,,4,46
140,140,W - N.NW,,,,,,"S, - W,",,1,,,6,46
141,141,Seuir - Coweairan - DBen Eye,,quartzite - hornblende - gneiss - sandstone,,,,N.E.,,1,,,9,46
142,142,Ben Aerichar - Maree,,hornblende,,,,,,1,,,10,46
143,143,Beathard - Loch Tulla - Stob Ghablar - Ben Toaig - Lock Docliard,,,,,,,,1,,,3,47
144,144,Stob Glabliar,10 x 10 x 7,white granite,,,,,,1,,,4,47
145,145,S.W. - N.E,,gneiss - white granite,,,height above sea level : 2530 feet,S.W. - N.E.,,1,,"Ben Toaig, Ben Terrick",5,47
146,146,Stob Ghabharis,,gneiss,,,,,,1,,,6,47
147,147,Stob Ghabharis,,granite,,,,,,1,,ben Starrav,7,47
148,148,Stob Gliablhar,,granite,,,,,,1,,"Secon Glearraen, Meal Odhur",8,47
149,149,Albannach,,granite,,,,,,1,,,9,47
150,150,Tulla,,,,,,E.S.,,1,,,1,48
151,151,Seotland - Arran,45 x 22 x 26,gneiss,,,,N.N.W.,,1,,,8,48
152,152,Inll,,,,,,,,1,,,9,48
153,153,Creran,,,,,,,,2,,,5,49
154,154,Fasnacloich House,,felspar - hornblende - biotite,,,,,,1,,,7,49
155,155,Fasnacloich House,,,,,,,,1,,,8,49
156,156,Glen Creran - Invercreran,,biotite,,,height above sea level : 1700 feet,N.N.E.,,1,,,9,49
157,157,Fasnacloich - River Durer - Linnhe Loch - Coil Bay,,,,,,,,1,,,10,49
158,158,AMiall - Aodain,,,,,,,,1,,,1,50
159,159,River Durer,,,,,height above sea level : 1940 feet,,,2,,,2,50
160,160,Ivercreran - Fasnacloich,,,,,,,,1,,,5,50
161,161,Stob Coire Ruadl - Kentallen - Appin,,porphyry,,,height above sea level : 2250 feet,N.N.W.,,1,,,2,51
162,162,Stob Coire Ruadl - Kentallen - Appin,,,,,height above sea level : 700 feet,,,1,,,3,51
163,163,Schistose Breceia - Fraochaudh,,Schistose - Gneiss - Breccia,,,height above sea level : 2235 feet,N.N.W.,,1,,,4,51
164,164,S.W.,,,,,,S.E.,,1,,"Creran, Allt na Gaorran, Ben Flionnlaidh",5,51
165,165,Aiall - Aodain - Glen Creran,,,,,,,,1,,,6,51
166,166,Glen Tarbert - Durer,,,,,,,,1,,"Seuir na Ulaidh, Ben Fionnlaidh, Glen Creran",1,52
167,167,Glencoe. - Sron Coire Odhar Beqg - Glen Coe,,granite - hornblende,,,,,,1,,,2,52
168,168,Glencoe. - Sron Coire Odhar Beqg - Glen Coe,,,,,,,,1,,,5,52
169,169,Aonach-Eagach,,,,,,,,1,,,6,52
170,170,Sgornan Fiannaidh - Syor an Caiche,,,,,,,,1,,,2,53
171,171,Creag Ghorm - Sgorr Dhonuill - Aonach Eagach,,mica - hornblende,,,height above sea level : 1500 feet - height above sea level : 3786 feet - height above sea level : 2300 feet - height above sea level : 3100 feet,,,1,bed,,4,53
172,172,Creag Ghorm - Sgorr Dhonuill - Aonach Eagach,,,,,,,,1,,,5,53
173,173,Creag Ghorm - Sgorr Dhonuill,,,,,,,,1,,,6,53
174,174,Den Cruachan,,,,,height above sea level : 3100 feet,,,1,,,7,53
175,175,Aonach Eagach,,,,,,,,1,,,1,54
176,176,AMenll Dearg - E. - N.E,,Granite,,,height above sea level : 3100 feet,"E. - N.E. - N.W., - N.W.",,1,,Glen Creran,2,54
177,177,Cona - Clachach,,,,,,,,1,bed,"WILLIAM JOLLY, Esq",3,54
178,178,Laigh of Moray - Linksfield - Elgin - The Douping Stone - Califer Hill - Forres,,conglomerate - quartzite - porphyry,,,,,,1,,,4,55
179,179,Roseisle Hill - Morayshire - Carden Moor - Alves - Moray Firth - Ross-shire - Dirriemore,,conglomerate - granite,,,,"N. - W., - S. - W,",,2,clay,,1,56
180,180,Elgin - Laigh of Moray. - Moray Firth,,,,,,,,3,,Linn,3,56
181,181,Danffshire,,,,,,,,1,,Wallace,4,56
182,182,Moray Firth,,granite,,,,,,1,,,2,57
183,183,Elgin Cornstones - Gollachy Burn - Buckie,,,,,,,,1,,,3,57
184,184,"Stone Circle - Dryburn - Portgordon - ‘“Stone Circle of Dryburn,”",,Conglomerate,,,,,,1,,,4,57
185,185,Boulder-Clay - Pathhead - Cairnfield - Enzie,,Sandstone,,,,,,1,clay - blue clay,,7,57
186,186,W.,,,,,,"W., - S. - W.",,2,,,2,58
187,187,Moray Firth - Inverness - N.N.W. - S.W. - E,,conglomerate - hornblende,,,,"N.N.W. - S.W., - N, - E. - N.W,",,1,,,3,58
188,188,Nairn - Moray - Banglshire,,granite - mica,,,,,,1,stratified,"Milne Howe, Chaivinan",4,58
189,189,W.,,,,,,"W., - S. - W.",,2,,,2,58
190,190,Nairn - Moray - Banglshire,,granite - mica,,,,,,1,stratified,"Milne Howe, Chaivinan",4,58
191,191,Inverness - Dirrie Muir - Ross-shire - Den Wyvis - Cromarty Firth - Dlack Isle - Moray Firth - Banff,,granite,,,,,,1,,al Jolly,1,59
192,192,Moray,,granite,,,,E. - N.,,1,,,2,59
193,193,Stratherriek - Great Valley,,granite,,,height above sea level : 1500 feet - height above sea level : 2900 feet,,,1,,Jolly,3,59
194,194,Morayshire,,,,,,,,1,,,4,59
195,195,Morayshire - Banffshire - Kin - Nairnshire,,granite,,,,,,1,,,5,59
196,196,Great Valley - Meal Fourvounie - Ross-shire,,Conglomerate - conglomerate,,,,,,1,,,6,59
197,197,Moray - DBanfl - Inverness,,,,,,,,3,,"Jolly, Mr Wallaee",7,59
198,198,West of Scotland - Ayrshire - Loch Torridon - Argyleshire - Black Mount - Glencoe,,,,,,,,1,,Forster Heddle,1,60
199,199,Loch Maddy - Uist,,,,,,N.W.,,1,,"Heddle, Harvey Brown, James Thomson,a",5,60
200,200,Till,,,,,,,,1,,,3,61
201,201,Harris,,granite - gneiss,,,,"N. - W,",,1,knoll - bed,Scalpa,5,61
202,202,Stornoway,,basalt - conglomerate - sandstone,,,,,,2,,,7,61
203,203,Stain - Loch Staftin,,sandstone,,,,"N.N.W,",,1,pebbles,,1,62
204,204,"Scotland - Ieadds - Long Island - S.E. - N.W - *Great Ice Age,”",,,,,height above sea level : 1300 feet,S.E. - N.W.,,1,,"James Geikie, Lewis",3,62
205,205,Ross-shire - Minch - Long Island - Butt of Lewis - Darra Head - Sikye,,,,,height above sea level : 1300 feet,,,1,,Heddle,5,62
206,206,"Heddle - Loch Tulla - Albunnach - W.N,W",,white granite,,,,"W.N,W.",,1,,Heddle,4,63
207,207,Lewis - Long Island,,,,,,,,1,,"Etheridge, Jun.",5,63
208,208,Glen Creran,,,,,,,,1,,Heddle,1,64
209,209,Glen Creran - N.N.E.,,,,,height above sea level : 2000 feet - height above sea level : 200 feet,N.N.E.,,1,,,2,64
210,210,Glen Tarbert - Loeh Sunart - Linnhe Loch,,,,,height above sea level : 2000 feet,W.N.W. - E.S.E.,,1,,"Loeh Sunart, Glen Tarbert",3,64
211,211,Kentallen - Appin,,porphyry,,,height above sea level : 2250 feet,,,1,,,5,64
212,212,Sclustose Dreccia,,,,,height above sea level : 2235 feet,N.N.W.,,1,,,3,65
213,213,Glencoe,,granite,,,,,,1,,,4,65
214,214,Aonach-Eaguch,,,,,,,,1,,,6,65
215,215,Mzeall Dearg,,,,,,,,1,,,7,65
216,216,Aonach FEagach,,,,,height above sea level : 2300 feet - height above sea level : 3100 feet,,,1,,,1,66
217,217,Meall Dearg - E. - N.E - ““T have averted ””,,,,,height above sea level : 3100 feet,"E. - N.E. - N.W. - N.W.,",,1,,Creran,4,66
218,218,Loch Creran - West Highlands - Mull - Ardnamurchan,,,,,,,,1,,Heddle,5,66
219,219,Cuntyre - N.W,,,,,,"N.W, - N.N.W,",,1,,,2,67
220,220,Arran,,,,,,,,1,,,3,67
221,221,Loch Longand - Gairloch - N.N.W. - E.,,,,,,"N.N.W. - N. - E.,",,1,,,5,67
222,222,Lock Fyne - N. - N.E.,,,,,,"N. - N.E.,",,1,,,6,67
223,223,Loch Awe,,,,,height above sea level : 1000 feet,N.N.E.,,1,,,7,67
224,224,N.W.,,,,,,N.W.,,1,,,8,67
225,225,Uist - Glen Creran - Nairn - Morayshire,,,,,,,,1,,,1,68
226,226,Loch Awe,,,,,,,,1,,,4,68
227,227,Argyle - Loch Killasport,,,,weight : 2770 tons,,,,1,,,5,68
228,228,Roxburghshire - Waterloo Pillar - Old Red Sandstone,,trap - Sandstone - sand,,,,,,6,sand - gravel,,6,68
229,229,Scotland - Glencoe - Loch Torridon,,sand,,,,,,1,gravel - sand - clay,Heddle,1,69
