,Numbers,Location,Size,Rocktype,Volume,Weight,Height above sea level,Compass,Distance,Number of Boulders mentioned,Extra,Author,Paragraph,Page
20,20,N.E. - Meal-Mor,238 x 24 x 14,gneiss,,,height above sea level : 1207 feet - height above sea level : 950 feet,N.E.,,1,,,2,10
21,21,Bunachton,,conglomerate,,,,,,1,,Drownie Stone,3,10
22,22,Old Red Sandstone - Nairn River - Nairnside House,12 x 12 x 5,gneiss - Sandstone,,,height above sea level : 400 feet,,,1,bank,Clach-na-h-ulaidh,4,10
23,23,Old Red Sandstone - Dalrey - Nairn,6 x 5 x 4,Sandstone - gneiss,,,,,,1,,Gueiss,5,10
24,24,"Tom Riach - *Tom Riach” - “Tom Riach,”",circumference : 95 feet - length : 35 feet,Conglomerate,,,height above sea level : 350 feet,N.E.,,1,,Tom Riach,6,10
25,25,River Nairn - East of Daviot House,6 x 7 x 8,Conglomerate,,,,,,1,bed,,7,10
26,26,Nairnside School House,"14 x 8, 13 x 15, 9 x 9, 9 x 8",conglomerate,,,height above sea level : 590 feet,,,4,,,8,10
27,27,Cran-More Wood - Nairnside - Failie,9 x 6 x 3 - height : 3 feet - 5 x 6,conglomerate - gneiss - Sandstone,,,,,,1,stratified,,9,10
28,28,Conglomerato - Loch Duntilchaig - Achnabat,,,,,height above sea level : 720 feet,W.,,1,pebbles,,1,11
29,29,Daleromlin Hill - S.W. - Inverness,5 x 3 x 3,Granite,,,height above sea level : 1200 feet,S.W. - S.,,1,,,2,11
30,30,Petty Bay - E. of Inverness,4 x 3,conglomerate - Sandstone,,,,E.,,1,,,3,11
31,31,Boulder of Dirrymore - Kessock Ferry,,granite,,,,"E. - N. - W,",,1,gravel,,4,11
32,32,Granite,"4 x 3 x 3, 5 x 3 x 3",Granite - gneiss,,,,,,2,,,5,11
33,33,Inches IHouse - Inverness - Granite - Old Red Conglomerate,"7 x 4 x 2, 6 x 3, 3 x 2 - height : 2 feet",Granite - Conglomerate - gneiss,,,height above sea level : 200 feet,S.,,1,,,6,11
34,34,Muckovie Quarry - Inver,,,,,,S. - E. - W.,,1,clay - bank,,7,11
35,35,Strathnairn,,Porphyry,,,,,,1,,Porphyry Boulder.,8,11
36,36,Glenurquhart,,granite,,,height above sea level : 550 feet,,,1,,William Morrison,5,12
37,37,Frost and Fire,,pink granite - slate,,,,,,1,,John Campbell,1,13
38,38,Frost and Fire,girth : 29 feet - length : 11 feet - height : 7 feet,felspar - mica,,,,"N.N. - W, - S.S.E., - E.",,1,,,2,13
39,39,Upper Docharty Farm,,,,,height above sea level : 400 feet,"S.W. - N.N. - W. - S.S.E.,",,1,,,3,13
40,40,Upper Docharty Farm,11 x 7 x 2,mica - schist,,,height above sea level : 620 feet,N.W. - W. - E.,,1,,,4,13
41,41,N.E. - S.W. - S.E.,,,,,,N.E. - S.W. - S.E.,,1,,,6,13
42,42,Drynie Farm - S.W.,12 x 8 x 4,mica - schist,,,height above sea level : 600 feet,"S.W. - N.N.W, - S.S. - E.",,1,,,7,13
43,43,Drynie Farm - S.W.,,,,,,N. - S.,,1,,,8,13
44,44,Tulloch Hill,8 x 6 x 4,,,,height above sea level : 900 feet,"N.W, - S.E.",,1,,,10,13
45,45,Tulloch Hill - Moor - Cromarty Firth - Black Isle,,,,,height above sea level : 1100 feet,E. - W.,,1,,,2,14
46,46,Tulloch Hill - DMorrison,,,,,,,,1,,,3,14
47,47,Strathgarve - Ullapool Road - JInchbae,,granite - mica - slate,,,,,,1,,,5,14
48,48,Achnaclerach - Tulloch Boulders,25 x 23 x 12 - girth : seventy feet,granite,,weight : hundred tons,,,,70,,,6,14
49,49,Inchbue,,,,,,,,1,,,7,14
50,50,Inchbae Lodge,,,,,,,,1,,,8,14
51,51,Glascarnoch - Strathvaich - Strathvauk river,,felspar - mica,,,,,,1,bed,,9,14
52,52,N. of Garbad - Inchbae Lodge,,,,,,N. - S.E.,,1,,,10,14
53,53,Blackwater River,,,,,,,,1,,,1,15
54,54,Dealach - Big Wyvis - Little Wyvis,,granite - mica - schist,,,height above sea level : 1250 feet,"N. - W, - S.E.,",,1,,,3,15
55,55,Litile Wywis - Blackwater Valley,,,,,height above sea level : 2497 feet - height above sea level : 1500 feet,,,1,,,4,15
56,56,Tulloch Hill - Black Water - Dlack Water - Inchbae,,granite,,,height above sea level : 1000 feet - height above sea level : 500 feet - height above sea level : 1000 feet,,,1,,,5,15
57,57,Alt nan Cuirach - Tulloch Hill - E. - Cioch Mhor,,granite - conglomerate - sandstone,,,height above sea level : 1200 feet,E. - S. - S.E.,,1,bed - clay,Loch Glass,6,15
58,58,Ben Wyvis - Strath Dran,,quartz - gneiss,,,,N. - E.,,1,,Strath DBran,6,16
59,59,Ben Wyvis - Strath Dran,,granite,,,,,,1,,,8,16
60,60,Cloch Mor,,conglomerate - mica - schist - quartz - gneiss,,,,,,1,,,9,16
61,61,Wyvis,,sandstone - gneiss,,,,,,1,,,10,16
62,62,Beinn,,mica - schist - slate,,,,,,1,,,11,16
63,63,Invergordon - Joass - Dingwall - Carn-Cuinneag - Ardross,22 x 21 x 12,granite,,weight : 400 tons - weight : 462 tons,height above sea level : 1600 feet,"N.W. - S.E., - W. - N.E. - S.E. - N,W.",,2,,"MacLean, Ardross, Dr. Suther",1,17
64,64,"Ardross - Diebidale - Strathvaich - Carn-Cuinneag - (¢Creachan ”),",wide : 2000 feet,felspar - granite,,,,"N.W. - N.E. - N. - E., - S. - W.",,2,gravel - shingle,,2,17
65,65,Carn-Cuinneag,,granite - sand,,,,,,1,gravel - sand,,1,18
66,66,Cuinneag,,quartz,,,height above sea level : 2000 feet,W. - N.,,1,,MoRRISON,3,18
67,67,Carn-Cuinneag - Strath Rnasdale - Birmingham - Ardross - Invergordon - Dingwall - Easter Ross,,quartzite,,,,"N. - N.E.,",,1,,"MacLean, Dr. Sutherland, Mr. Joass",2,18
68,68,N. and W.,,granite,,,,N. - W.,,2,,,1,19
69,69,Kildermore - S.E. - Diebidale,,,,,,S.E.,,1,,,2,19
70,70,Carn-Cuinneag - Inchbae,,granite,,,,S.E.,,1,,,4,19
71,71,“\WM. MoRRISON.”,,heaps - sand,,,,,,1,sand - gravel,MoRRISON,6,19
72,72,,,sand,,,,,,1,sand - gravel,,1,20
73,73,"S.W. - Meall - Suidhe - Ashantee - “Meall an to Suidhe,”",,mica - schist,,,,S.W. - N.W.,,1,,,2,20
74,74,Aberiachan - Loch Ness,,granite,,,,,,1,,,3,20
75,75,Aberiachan - Loch Ness,,heaps,,,,,,1,,,4,20
76,76,Lochy Dridge,7 x 6 x 5,porphyry - granite,,,height above sea level : 1500 feet,,,1,,,5,20
77,77,N.W,,,,,,N.W.,,1,,,6,20
78,78,"Fort William - Stirling - S.W. - Loch Linnhe - *AMeall an t Suidhe,”",,granite - quartzite - mica - schist,,,height above sea level : 400 feet,S.W. - N.E.,,1,,,8,20
79,79,River Nevis,,granite - porphyry - gneiss,,,,N.,,1,,,1,21
80,80,Claggan Cottage - Meall - Suidhe,,granite - mica - schist,,,,,,1,,,4,21
81,81,N.W. - S.W.,10 x 9 x 6,gneiss,,,,"N.N.W. - S.S.E,, - N.W., - S.W.",,2,,,5,21
82,82,N.W. - S.W.,11 x 7 x 7,gneiss - mica - schist,,,,,,1,,,6,21
83,83,Meall - Suidhe,7 x 5 x 4 - 9 x 7 x 5,Porphyry,,,,N.N.W. - S.S.E.,,1,,,7,21
84,84,N.W.,13 x 8 x 13,gneiss - granite,,,,N.W.,,3,,,1,22
85,85,Suidhe lake - Ben Nevis - Carn Dearg,7 x 4 x 6,mica - schist - porphyry - granite,,,,"N. - W. - N.N. - W,",,1,,,3,22
86,86,Suidhe lake - Ben Nevis - Carn Dearg,,,,,,"W.N. - E.S.E,",,1,,,4,22
87,87,Suidhe lake - Ben Nevis - Carn Dearg,,granite - porphyry - quartz - schist - heaps,,,,,,1,gravel,Duns,5,22
88,88,Suidhe lake - Ben Nevis - Carn Dearg,,,,,,,,1,,,6,22
89,89,,,granite,,,height above sea level : 1000 feet - height above sea level : 50 feet,,,1,,Lave,1,23
90,90,"Fort Welliam - Fort William - ‘¢Hill of Clerks or Clergy,”",17 x 6 x 3,,,,,"W. - N.E. - N. - W.,",,1,,Colin Livingston,3,23
91,91,Ben Nevis - W. the N.W. - *Clack an Acrais”t - ‘¢Blar-mach-foldach ”,84 x 6 x 31,gneiss - slate,,,height above sea level : 1651 feet,"W. - N.W. - N. - W, - E.",,1,clay,Meall nan Cleireach,2,23
92,92,"Fort Welliam - Fort William - ‘¢Hill of Clerks or Clergy,”",17 x 6 x 3,,,,,"W. - N.E. - N. - W.,",,1,,Colin Livingston,3,23
93,93,Ben Nevis - W. the N.W. - *Clack an Acrais”t - ‘¢Blar-mach-foldach ”,84 x 6 x 31,gneiss - slate,,,height above sea level : 1651 feet,"W. - N.W. - N. - W, - E.",,1,clay,Meall nan Cleireach,2,23
94,94,,15 x 7 x 61,mica - schist,,,,E.,,1,,,1,24
95,95,,,,,,,,,3,,Livingston,2,24
96,96,,11 x 7 x 5,,,,,,,1,,,6,24
97,97,Acravs,,,,,,,,1,,Clack,7,24
98,98,Fort William,,,,,,,,1,,,8,24
99,99,Fort Willlam - E. - Nevis Bridge,,,,,,E.,,1,,,9,24
100,100,Glen Spean - Glen More,,,,,,,,1,,,10,24
101,101,E. of Blar-mach-foldack,,,,,,E.,,1,,,11,24
102,102,Meall - Cleireack - Blar nan Cleireach,,granite - porphyry - mica - schist,,,,,,1,,,12,24
103,103,Meall - Cleireack - Blar nan Cleireach,"8 x 5, 8 x 7, 10 x 6, 5 x 31",mica - schist,,,,,,1,,,13,24
104,104,,"10 x 8 x 3, 8 x 5 x 4, 4 x 2",felspar - granite - quartzite,,,,,,1,,,2,25
105,105,"N,E.",,,,,,"N,E. - N. - S.",,1,,Glen More,3,25
106,106,Glen More - Loch Linnhe,,,,,,,,1,bed,Livingston,4,25
107,107,Glen Nevis - Riascaig - Kiachnish - Sgor Chalum - Glas Chreag,101 x 61,mica - schist - quartz,,,,W.,,1,,,5,25
108,108,Glen Nevis,12 x 7 x 5,,,,,,,1,,,6,25
109,109,Glen Nevis,,,,,,N. - E.,,1,,,8,25
110,110,Kiachnish - Glas Chreag - Glen Jore - Glen Newts - Glen Nevis - Glen Riasgaig,"7 x 7 x 4, 7 x 4 x 4",,,,,,,10,,,1,26
111,111,Cotre-a’-Mhiulinn - Glas Chreag - Coire Riabhach - Glen Nevis,8 x 61,mica - schist,,,,,,1,,,2,26
112,112,"W. - Meall - Chaoruinn,i - E. - Glen Nevis - Riasgaig",,,,,,W. - E.,,1,,,3,26
113,113,Meall an-t-Snidhe - Glen Newis,,schist,,,,,,1,,,4,26
114,114,Riasgaig - Glen Nevis - Glen BMore,"8 x 6 x 3, 15 x 9 x 9, 10 x 6 x 5",granite - felspar,,,,,,1,,,5,26
115,115,"Glen Nevis - Glen Spean - *General Conclusions,”",,,,,,,,1,,Livingston,6,26
116,116,Gler Riasgaig - Linnhe Loch,,,,,,,,1,,Dlar nan Clevreach,1,27
117,117,Meall - Cleireach - Syrogaidh,,,,,height above sea level : 1630 feet,,,1,,,2,27
118,118,Glen More - Glen Nevis - Blar nan Cletreach,,mica - schist,,,,,,1,,Livingston,3,27
119,119,Glen Nevis - Sgor - Mhatm,,mica - quartzite,,,,,,1,,Stob Ban,4,27
120,120,Glen Nevis House - Blarmachfaoldach,,porphyry,,,,,,1,,,5,27
121,121,Nevis - Glen Nevis House,,mica - schist,,,,,,1,,,6,27
122,122,Glen Nevis - Cow I - Belford Hospital - Fort William,,granite,,,,E.,,1,,,7,27
123,123,Spean Bridge,length : 7 feet,,,,height above sea level : 1075 feet,,,1,,Dr. Heddle,1,28
124,124,Spean Bridge,,,,,,,,1,,,2,28
125,125,Auchluisky Hill - Ochils - Glen,,red granite,,,height above sea level : 1025 feet,W.N.W.,,1,,,4,28
126,126,Denty Knowe,,red granite - trap,,,,,,1,,,5,28
127,127,Dencleuch,,conglomerate - white quartz,,weight : 4 tons,height above sea level : 2200 feet,E. - W.,,2,,,6,28
128,128,Loch Earn - Glen Falloch,,gneiss,,,,,,1,,,2,29
129,129,Lochs Tarbert - Glen Skeaudle,,,,,,,,2,,,5,29
130,130,Loch Corry,27 x 27 x 10,,,,,,,1,,,9,29
131,131,Fort-William District. - Sgor - Coireachan,,red granite,,,,"N.N.E. - S.S.W,",,1,,"Livingston, Glen Finnau",3,30
132,132,Glen Sanda,,granite,,,,,,1,,,2,30
133,133,Fort-William District. - Sgor - Coireachan,,red granite,,,,"N.N.E. - S.S.W,",,1,,"Livingston, Glen Finnau",3,30
134,134,Glen,,,,,height above sea level : 700 feet,,,1,,,2,31
135,135,Glen - Glen Oban,height : 100 feet,,,,height above sea level : 400 feet,,,2,knoll,,4,31
136,136,Fort William - Ben a Gueaig - Jeall na Cleireach - Corunanan House - Stob Choire - Chearchaill - Linnhe Loch - Seventh DBoulder Leport - Bewn Bhan,,sienitic - granite - felspar,,,,,,1,,,1,32
137,137,Fouud - Aleall,4 x 6 x 4,quartz - felspar,,,,,,1,,"Livingston, DProfessor Duns",2,32
138,138,Dein na Gucaig,,granite - felspar - quartz - porphyry - sienitic - quartzite,,,height above sea level : 3077 feet,"E.,",,1,,,3,32
139,139,N.W. - N.E.,,slate - turf - gneiss - red granite,,,,N.W. - W. - N.E.,,3,clay,Livingston,4,32
140,140,N.W. - N.E.,13 x 4 x 4,granite - red felspar,,,height above sea level : 400 feet,,,3,,,5,32
141,141,Stob Bhan,,red granite - porphyry - white quartz,,,,,,1,,,2,33
142,142,Stob Bhan,,red sienitic - granite,,,,,,1,,"Ben Gucaig, Ben Bhan",4,33
143,143,S. - N.E. - Meall - Cleireack,,heaps - gneiss - quartzite,,,height above sea level : 2904 feet,S. - N. - N.E.,,3,bank - gravel,,6,33
144,144,S.W. of Nevis - N.E,,granite,,,,S.W. - N.E.,,1,,,7,33
145,145,S.W. of Nevis - N.E,,,,,,,,1,,,8,33
146,146,Achriabhach - N.E,Above : 2000 feet - 6 x 6,quartzite - schist - granite,,,height above sea level : 3858 feet,N.E. - S. - N.W.,,1,,"Glen Nevis, Steall",3,34
147,147,Crawyg Dhu - Glen Roy,,,,,height above sea level : 2200 feet - height above sea level : 2050 feet - height above sea level : 1740 feet,S. - S.S.E. - N.N.W.,,1,,Livingston,4,34
148,148,Meall - Suidhe - Glen Nevis,,,,,,,,1,,Duns,5,34
149,149,Glen Nevis - N.E. - Meall - Cleireach - W. - Linnhe Loch - Strown Coivre Chobarcearll - Meall au Cleireach - N.W.,,quartzite - red felspar - gneiss - granite,,,,"S. - N.E. - E. - W., - N.W.",,1,bank,Heddle,2,35
150,150,Aonach Beg - Aonach Mor - Sgor-Choinich Beg - Stob Coire Chlaurie - Lochaber,,quartzite,,,,,,1,,"Craig Dhuw, Nicol, Mr Jameson, Mr Jolly",3,35
