,Numbers,Location,Size,Rocktype,Volume,Weight,Height above sea level,Compass,Distance,Number of Boulders mentioned,Extra,Author,Paragraph,Page
33,33,Chapel   Mr tons Cruden - Nilmallie. - Boulder - Glen - N.W.,12 x 10 x 10,quartz,,,,N.W. - W.,,1,,"Arch. Clerk, C. Livingston",5,27
34,34,"Chapel   Mr tons Cruden - Kilmore und Kilbride - Oban - “Dog Stone,”",long : 12 feet - diameter : 5 feet,conglomerate,,,,W.,,1,,"Heporter, C. M‘Dougall, Dunollie",6,27
35,35,Chapel   Mr tons Cruden - Lismore,,granite,,,,,,1,,,7,27
36,36,Chapel   Mr tons Cruden - Suddell - Kintyre - “The DBaron’s Stoue.”” - ¢The Daron’s Stone of Killochan.”,long : 16 feet,granite - whinstone - Granite - Silurian - turf,,,height above sea level : 240 cubic,"S.S.E.,",,1,,"Rev.Jolin G. Levach, Manse of Saddell",2,28
37,37,Chapel   Mr tons Cruden - Campbelton - Arran - Macharioch - Aberdeen,4 x 5,granite,,,,,,1,,lessor Nicol,3,28
38,38,Chapel   Mr tons Cruden - Southend,circumference : 18 feet,granite,,weight : 3 tons,,,,1,,,4,28
39,39,Chapel   Mr tons Cruden - Southend,circumference : 12 feet,granite,,,,,,1,,,5,28
40,40,Chapel   Mr tons Cruden - Southend,,sienite,,weight : 3 tons,height above sea level : 200 feet,,,2,,,6,28
41,41,Chapel   Mr tons Cruden - Southend - AYR - Coylton,11 x 71,granite - red sandstone - Granite,,weight : 12 tons,,N.,,1,,D. Montgommerie,7,28
42,42,Chapel   Mr tons Cruden - Suddell - Kintyre - “The DBaron’s Stoue.”” - ¢The Daron’s Stone of Killochan.”,long : 16 feet,granite - whinstone - Granite - Silurian - turf,,,height above sea level : 240 cubic,"S.S.E.,",,1,,"Rev.Jolin G. Levach, Manse of Saddell",2,28
43,43,Chapel   Mr tons Cruden - Doone Loch.,25 x 20 x 12,granite,,,,,,1,,Kirk Stane,1,29
44,44,"Chapel   Mr tons Cruden - Turnberry Point - Turnberry Lighthouse - Bunff. - DBanft - Peterhead - Caithness - “Greol. Soc. Jour.,”",45 x 23 x 1,granite - whinstone - sand - trap,,,,,,1,sand - clay,Jamieson,2,29
45,45,Chapel   Mr tons Cruden - Greywacke - ¢Boyndie Heathens.”,17 x 13,,,weight : 180 tons - weight : 100 tons,,"S. - S.E, - S.W. - S.E.,",,2,,dJames IHunter,3,29
46,46,Chapel   Mr tons Cruden - Doon - Auchindrane - Wallace’s Stone - Girvan - “ Heathens.” - “Maiden Pap”,,Granite - blue whinstone - Conglomerate,,,height above sea level : 230 feet,S. - N.,,1,,"Dailly, Geikie",4,29
47,47,"Chapel   Mr tons Cruden - Turnberry Point - Turnberry Lighthouse - Bunff. - DBanft - Peterhead - Caithness - “Greol. Soc. Jour.,”",45 x 23 x 1,granite - whinstone - sand - trap,,,,,,1,sand - clay,Jamieson,2,29
48,48,Chapel   Mr tons Cruden - Greywacke - ¢Boyndie Heathens.”,17 x 13,,,weight : 180 tons - weight : 100 tons,,"S. - S.E, - S.W. - S.E.,",,2,,dJames IHunter,3,29
49,49,Chapel   Mr tons Cruden - Doon - Auchindrane - Wallace’s Stone - Girvan - “ Heathens.” - “Maiden Pap”,,Granite - blue whinstone - Conglomerate,,,height above sea level : 230 feet,S. - N.,,1,,"Dailly, Geikie",4,29
50,50,Chapel   Mr tons Cruden - Olrich - Canneshy,,,,,,,,1,,Robt. Campbell,1,30
51,51,Chapel   Mr tons Cruden - Near Castletown - Sutherland. - DBetween Weydale - Kurkconnell,diameter : 9 feet,granite - conglomerate - Granite,,weight : 30 tons,height above sea level : 70O feet,,,1,,Jack,2,30
52,52,Chapel   Mr tons Cruden - Tynron. - N.W,,conglomerate - whinstone,,,,N.W.,,3,,"John Cleghorn, J. Anderson.",3,30
53,53,Chapel   Mr tons Cruden - Granite Dbounlder - Caithness - N.W - Wamphray.,long : 12 feet,Granite - whinstone,,,,"N.W,,",,1,,Charles,4,30
54,54,Chapel   Mr tons Cruden - Near Castletown - Sutherland. - DBetween Weydale - Kurkconnell,diameter : 9 feet,granite - conglomerate - Granite,,weight : 30 tons,height above sea level : 70O feet,,,1,,Jack,2,30
55,55,Chapel   Mr tons Cruden - Tynron. - N.W,,conglomerate - whinstone,,,,N.W.,,3,,"John Cleghorn, J. Anderson.",3,30
56,56,Chapel   Mr tons Cruden - Granite Dbounlder - Caithness - N.W - Wamphray.,long : 12 feet,Granite - whinstone,,,,"N.W,,",,1,,Charles,4,30
57,57,Chapel   Mr tons Cruden - Rocks,,,,,height above sea level : 400 feet,N.W.,,1,,Arthur Seat.,6,30
58,58,Chapel   Mr tons Cruden - Arthur Seat - Musselburgh - N.W.,,granite,,,,N.W. - W.N.W.,,1,,Joass,7,30
59,59,"Chapel   Mr tons Cruden - “Fife and Lothians,” - “Lithology of Edinburgh,”",,Greenstone - greenstone,,weight : 10 tons - weight : 8 tons,height above sea level : 1400 feet,"N, - W., - N.W.",,1,,Maclaren,1,31
60,60,"Chapel   Mr tons Cruden - West Calder. - ¢Hare, or Witeh’s Stone,” - ¢ Keam,”",8 x 7 x 7,sandstone - conglomerate,,,,N.W.,,1,,B. Landells,2,31
61,61,Chapel   Mr tons Cruden - Dallas. - Ross-shire,,granite - conglomerate - Sandstone,,,,,,1,,Jolin Martin,6,31
62,62,"Chapel   Mr tons Cruden - West Calder. - ¢Hare, or Witeh’s Stone,” - ¢ Keam,”",8 x 7 x 7,sandstone - conglomerate,,,,N.W.,,1,,B. Landells,2,31
63,63,"Chapel   Mr tons Cruden - ¢Carlin’s Stone.” - “Young Carlin,”",15 x 10 x 8 - 4 x 4 x 3 - 12 x 8 x 3 - 8 x 6 x 2,Conglomerate - Gneiss - Sienite - Sandstone,,,,"E.N.E., - N.W.",,1,,Sienite,3,31
64,64,Chapel   Mr tons Cruden - ““Doupping Stone.”,91 x 8 x 8,Conglomerate,,,,,,1,,dJohin Martin,4,31
65,65,Chapel   Mr tons Cruden - Llanbryde - Gneiss - Spynie Loch - “Grey Stone;”,15 x 9 x 7,Gneiss,,weight : 70 tons,,N.N.E.,,1,bed,John Martin,5,31
66,66,Chapel   Mr tons Cruden - Dallas. - Ross-shire,,granite - conglomerate - Sandstone,,,,,,1,,Jolin Martin,6,31
67,67,Chapel   Mr tons Cruden - Esq. - Reswallie - Forfar,,hornblende - gneiss - schist,,,,,,6,,John Martin,1,32
68,68,"Chapel   Mr tons Cruden - Balcomie - East Neuk - ¢feet called ** Blue Stone of Balcomie,”",12 x 8 x 74,Granite - trap,,,,,,1,,James Proctor,2,32
69,69,"Chapel   Mr tons Cruden - Dunfermline. - “Witch Stone.” - ¢Stone of Benliolm,” - *Stone of Benholm,”","17 x 15 x 6 - 18 x 12 x 3, 6 x 4",Whinstone - granite - gneiss - conglomerate - Trap,,,,,,1,knoll,Robert Bell. Pitconochie,3,32
70,70,"Chapel   Mr tons Cruden - Newburgh. - Flisk - Perth - Edinburgh - “Lithology of Edinburgh,”",,sienitic - gneiss,,,,,,1,,Dr Fleming,5,32
71,71,Chapel   Mr tons Cruden - West Lomond. - Hill - C.E. - Kirkealdy,,red sandstone - porphyry - sienite - gneiss,,,height above sea level : 11560 feet,,,1,pebbles,John Sang,6,32
72,72,"Chapel   Mr tons Cruden - Dunfermline. - “Witch Stone.” - ¢Stone of Benliolm,” - *Stone of Benholm,”","17 x 15 x 6 - 18 x 12 x 3, 6 x 4",Whinstone - granite - gneiss - conglomerate - Trap,,,,,,1,knoll,Robert Bell. Pitconochie,3,32
73,73,Chapel   Mr tons Cruden - Carmyllie. - ¢The Cold Stone of the Crofts.”,,Granite - gneiss,,,,,,1,,George Anderson,2,33
74,74,Chapel   Mr tons Cruden - N.W,13 x 10 x 8,trap,,,,E. - W. - N.W.,,1,,Geo. Gordon Milne,3,33
75,75,Chapel   Mr tons Cruden - Reswallie - South - Earl of Airlie - N.W,,mica - schist,,,,N.W.,,1,,Powrie,4,33
76,76,Chapel   Mr tons Cruden - Farnell,75 x 2,,,,,,,1,,A. O. Hood,5,33
77,77,Chapel   Mr tons Cruden - Farnell,,granite,,,,,,2,,Patrick Steven,6,33
78,78,Chapel   Mr tons Cruden - Kirriemuir. - Stronehill - Craigleahill,,granite,,,,,,1,,,8,33
79,79,Chapel   Mr tons Cruden - ¢Paddock Stone.”,8 x 6,Mica - schist - whinstone - mica - granite,,,,"N, - S. - N.",,2,,Thomas the Rhymer,4,34
80,80,Chapel   Mr tons Cruden - ¢Witeh Stone.”,,Granite,,,,"N, - W,",,1,,"Granite, Itev, Mark Anderson, Mennuir",5,34
81,81,Chapel   Mr tons Cruden - Grampians - “Edin. Geol. Soe. Trans.”,,gneiss,,,,,,1,,"James Howden, Edin. Geol, Soe",8,34
82,82,Chapel   Mr tons Cruden - candy Hill - Old Rled Sandatone,13 x 7,slate,,,height above sea level : 559 feet,"W.N. - N, - E.",,1,,Charles Lyell,9,34
83,83,Chapel   Mr tons Cruden - St Tigeans. - Gneiss - N.W. - Kaims,Height : 9 inches - girth : 16 feet,Gneiss - granite,,,,N.W.,,1,,William Duke,1,35
84,84,Chapel   Mr tons Cruden - Harris,,,,,,,,1,,Alex. Carmichael,2,35
85,85,Chapel   Mr tons Cruden - North Uwst. - Caneum - Loch - maddy Bay - Laurentian,,gneiss,,,,,,2,,,3,35
86,86,Chapel   Mr tons Cruden - Long Island,,,,,,,,1,,,5,35
87,87,Chapel   Mr tons Cruden - *“Craignan Ramh.”,long : 4 feet,Gneiss,,,height above sea level : 30 feet,N. - S.,,1,,Lord Dunmore,1,36
88,88,Chapel   Mr tons Cruden - Lewis - Stornoway - Tolsta,12 x 5 x 41,gneiss - trap,,,height above sea level : 200 feet,S.E.,,1,,"Peter Liddell, Gregs",2,36
89,89,Chapel   Mr tons Cruden - Garabast - Gairlocli - Paible,,,,,,,,1,,Henry Cannter,3,36
90,90,Chapel   Mr tons Cruden - Forest of Harris - Fincastle - Glen Ulledale,,,,,,,,1,,Thomas,4,36
91,91,"Chapel   Mr tons Cruden - Islay - “Frost and Fire,”",,,,,,,,1,,My Camplell,5,36
92,92,Chapel   Mr tons Cruden - Garabast - Gairlocli - Paible,,,,,,,,1,,Henry Cannter,3,36
93,93,Chapel   Mr tons Cruden - Kuapdale - Ormsary House - Scotland,,,,,,N.E.,,1,,,3,41
94,94,Chapel   Mr tons Cruden - Scotland - Long Island - Barra Ilead - Butt of Lewis,,,,,,,,1,,,4,41
95,95,Chapel   Mr tons Cruden - DBoulders - Tiree - Ulst - Barra,,,,,,,,100,clay,,5,42
96,96,Chapel   Mr tons Cruden - Kimallie - Ardgour - Glenfinnan - N.W,,Quartz - mica,,,height above sea level : 110 feet,"N.W, - W.",,1,,C. Livingston,9,42
97,97,Chapel   Mr tons Cruden - Kimonivaig - Glengarry - N.W. - Fort William - DBoulder - Monerrigie Farm - Lochgarry,long : 161 feet,,,,,N.W.,,1,,"Edward Ellice, Ronud",10,42
98,98,Chapel   Mr tons Cruden - Leek Farm - Loch Lundie - At Leek - Iron Suspension Bridge,,,,,,N.,,1,gravel,Jolly,1,43
99,99,Chapel   Mr tons Cruden - Lord Lovat,high : 10 feet - high : 13 feet - long : § feet,whinstone,,,height above sea level : 300 feet,W. - N.W.,,1,,Sclioolmaster,3,43
100,100,Chapel   Mr tons Cruden - Kingairloch - Fort William - Boulder,,,,,height above sea level : 8 feet,,,1,,D. Cameron,4,43
101,101,Chapel   Mr tons Cruden - ¢Fingal’'s Putting Stone.”,151 x 12 x 9,,,,height above sea level : 900 feet,W.,,1,,"Cluny M‘Pherson, Cluny Castle",5,43
102,102,"Chapel   Mr tons Cruden - Lochaber. - Glens Spean - Roy - Ellon - (¢Lond. Geol. Soc. Journal,”",,black sienite - red granite - felspar,,,,,,1,,"Craig Dhu, Nicol, Jamieson",6,43
103,103,Chapel   Mr tons Cruden - Morvern - Fort William - “Clach nam Buachaillean.”,circumference : 44 feet,granite,,weight : 70 tons,,,,1,,"John Michell, James DBurnett",1,44
104,104,Chapel   Mr tons Cruden - Lettercairn,,sand,,,,,,1,gravel - sand,A. C. Cameron,3,44
105,105,Chapel   Mr tons Cruden - KIRKCUDBRIGHT,53 x 6 x 6,granite,,,,S.,,1,,David Durward,4,44
106,106,Chapel   Mr tons Cruden,,,,,,,,1,,,1,45
107,107,Chapel   Mr tons Cruden - Memick - Grampians,,,,,,,,1,,,2,45
108,108,Chapel   Mr tons Cruden - Craigenbay Farm,high : 10 feet - long : 17 feet - girth : 800 feet,whinstone,,,,N.,,1,,Robert Wallace,5,45
109,109,Chapel   Mr tons Cruden - Arbigland,16 x 9 - girth : 71 feet,Granite,,weight : 80 tons,,S.E. - E. - S.W. - N.N.W.,,1,,E. Superficial,6,45
110,110,Chapel   Mr tons Cruden - Criffel,high : 50 feet,Granite - granite,,,,,,1,,"James Fraser, Colvend Manse, Dalbeattie",7,45
111,111,Chapel   Mr tons Cruden - Penninghame. - Minnigaff Hills - N.E,,Granite,,,,N.E.,,1,,William M‘Lean,8,45
112,112,Chapel   Mr tons Cruden - Twynholin. - Gallo - Iills - Several Druidical,,Granite,,,,,,1,,,9,45
113,113,Chapel   Mr tons Cruden - “Samson’s Sling Stone.”,,,,,,,,1,,LAMNARK,1,46
114,114,"Chapel   Mr tons Cruden - Curnwath. - Legend - *Yelpin Craigs,”",,Whinstone - heaps - conglomerate - quartz - sienite - felspar,,,height above sea level : 270 feet,N.W.,,1,,"Yelpin Craigs, Michael Scott, Mr M Lean",2,46
115,115,"Chapel   Mr tons Cruden - NAIRN - Auldearn. - Old Red Sandstone - N.W. - Urquenay - “Clach na Cullleach,” - *Clach an oglach,”",girth : 54 feet - height : 10 feet - girth : 54 feet - height : 15 feet - girth : 6Y feet,Sandstone - quartz - conglomerate - granite - sand,,,height above sea level : 589 feet - height above sea level : 300 feet,"N.W.,",,1,pebbles - gravel - sand,"James Rennie, Loulders",3,46
116,116,"Chapel   Mr tons Cruden - Curnwath. - Legend - *Yelpin Craigs,”",,Whinstone - heaps - conglomerate - quartz - sienite - felspar,,,height above sea level : 270 feet,N.W.,,1,,"Yelpin Craigs, Michael Scott, Mr M Lean",2,46
117,117,Chapel   Mr tons Cruden,girth : 100 feet - high : 12 feet,conglomerate,,,height above sea level : 250 feet,W.N.W.,,1,,,1,47
118,118,Chapel   Mr tons Cruden - Dressay - Shetland - Norway,,conglomerate - granite - white sandstone,,,height above sea level : 560 feet,N.W. - N.E. - S.W.,,4,,,2,47
119,119,Chapel   Mr tons Cruden - Piper’s Hill - Old Red Sandstone - N.W - Orkney - “Giant Stone.”,12 x 7,Sandstone - conglomerate - Conglomerate,,,height above sea level : 250 feet,N.E.,,1,,"Rleporter, G Miller",3,47
120,120,Chapel   Mr tons Cruden - Nairnshire,,conglomerate - granite - sand - Sandstone - red sandstone,,,,,,1,sand,"John Grant, Cawdor Castle",4,47
121,121,Chapel   Mr tons Cruden - Sketeh - I.E. - ORKNEY - SHETLAND,,Conglomerate,,,height above sea level : 200 feet,,,1,knoll,Captain White,5,47
122,122,Chapel   Mr tons Cruden - Dressay - Shetland - Norway,,conglomerate - granite - white sandstone,,,height above sea level : 560 feet,N.W. - N.E. - S.W.,,4,,,2,47
123,123,Chapel   Mr tons Cruden - Piper’s Hill - Old Red Sandstone - N.W - Orkney - “Giant Stone.”,12 x 7,Sandstone - conglomerate - Conglomerate,,,height above sea level : 250 feet,N.E.,,1,,"Rleporter, G Miller",3,47
124,124,Chapel   Mr tons Cruden - Sketeh - I.E. - ORKNEY - SHETLAND,,Conglomerate,,,height above sea level : 200 feet,,,1,knoll,Captain White,5,47
125,125,"Chapel   Mr tons Cruden - Lerwick - Shetland - Lunna - Stoftus - “Stoues of Stoftus,”",,,,,,,,2,,"James Irvine, Robert Bell",1,48
126,126,Chapel   Mr tons Cruden - North Unst.,,gneiss - trap,,,height above sea level : 500 feet,W.N.W.,,3,,James Palmey,2,48
127,127,Chapel   Mr tons Cruden - Island of Uecay,,,,,,,,1,,,3,48
128,128,Chapel   Mr tons Cruden - Orkney - Old Red Sandstone,7 x 2,Gneiss - Sandstone - gneiss,,,,"S.W.,",,1,,"G. Miller, Cross",5,48
129,129,Chapel   Mr tons Cruden - Shetland,,Conglomerate - sandstone,,,,,,1,,William Lawrence,6,48
130,130,Chapel   Mr tons Cruden - Orkney,,granite,,,,,,1,clay,"James Russcll, PeepLES",7,48
131,131,Chapel   Mr tons Cruden - North Unst.,,gneiss - trap,,,height above sea level : 500 feet,W.N.W.,,3,,James Palmey,2,48
132,132,Chapel   Mr tons Cruden - Shetland,,Conglomerate - sandstone,,,,,,1,,William Lawrence,6,48
133,133,Chapel   Mr tons Cruden - Orkney,,granite,,,,,,1,clay,"James Russcll, PeepLES",7,48
134,134,"Chapel   Mr tons Cruden - *Clach (‘hinean,” - “Stone of Doom.”",16 x 14 x 7,heaps - sand,,,,,,1,stratified - sand - gravel,,1,49
135,135,"Chapel   Mr tons Cruden - Tullypowrie - N.and W - N.W - *Clach M‘had,”",girth : 71 feet - high : 17 feet,mica - slate,,,height above sea level : 1500 feet - height above sea level : 200 feet,"W, - N.W.",,2,,,2,49
136,136,"Chapel   Mr tons Cruden - Pitnacree House - ‘““Clack odhar,” - “Dun Stone.”",15 x 111 - Above : 111 feet,schist,,,,,,1,,"DMr M‘Naughton, Tullypowrie",3,49
137,137,Chapel   Mr tons Cruden - “Wallace’s Putting Stone.””,10 x 6 x 2,,,,,N.W.,,1,,"“ Wallace, Putting Stone., Dr Nisbet",5,49
138,138,Chapel   Mr tons Cruden - **Deil’s Stone.”,10 x 8 x 3,Granite,,,height above sea level : 260 feet,S.,,1,,,6,49
139,139,Chapel   Mr tons Cruden,,,,,,,,1,,William Duff,1,50
140,140,"Chapel   Mr tons Cruden - Cullendar - Stirling - “Samson’s I'utting Stone,”",9 x 9,Gneiss - conglomerate,,,,N.E.,,1,,"Skeich, J. B. Hamilton, Leny",3,50
141,141,Chapel   Mr tons Cruden - Comrie,15 x 9 x 7,whinstone - granite,,,,N.,,1,,Wm. F. Swan,5,50
142,142,Chapel   Mr tons Cruden - “Witches’ Stone.” - “Cradle Stone.”,16 x 10 x 5 - 19 x 10 x 5,Conglomerate - granite,,,,,,1,,"Nisbet, Edin",6,50
143,143,Chapel   Mr tons Cruden - Abercairney,,granite,,,,,,1,,C. Home Drummond Moray,7,50
144,144,Chapel   Mr tons Cruden - Doune - Kilbride - Estuary of Forth,,Conglomerate,,,,,,1,,Milne Home,9,50
145,145,Chapel   Mr tons Cruden - Doune - Kilbride - Estuary of Forth,,,,,,,,1,,,11,50
146,146,"Chapel   Mr tons Cruden - Black Wood - Rannoch - *Clach an Salaine,”",24 x 16 x 13,Gneiss - slate,,,height above sea level : 2500 feet,N.W.,,1,clay,Fletelier Menzies,12,50
147,147,"Chapel   Mr tons Cruden - I'owlis - *Clachan Sleuchdaidh ” - (** New Slatistieal Aeceount,”",12 x 6 x 4,granite,,,,,,2,,Thomas Hardy,2,51
148,148,"Chapel   Mr tons Cruden - Killiecrankie - Tennandry Parish - Ben y Gloe - N.N.E. - North - *Ben y Gloe,” - “The Ker Stone,”",6 x 51 x 4,Whinstone,,weight : 48 tons,height above sea level : 600 feet,"N.N.E.,",,1,bank,"Patrick Grant, Tennandry Manse",3,51
149,149,Chapel   Mr tons Cruden - N.W.,,granite - mica - slate - sand,,,height above sea level : 1800 feet,N.W.,,7,stratified - sand - clay,"James M‘Kerracher, Errol",7,51
150,150,"Chapel   Mr tons Cruden - Killiecrankie - Tennandry Parish - Ben y Gloe - N.N.E. - North - *Ben y Gloe,” - “The Ker Stone,”",6 x 51 x 4,Whinstone,,weight : 48 tons,height above sea level : 600 feet,"N.N.E.,",,1,bank,"Patrick Grant, Tennandry Manse",3,51
151,151,"Chapel   Mr tons Cruden - Old Red Sandstone - *Cul na Cloich,”",,conglomerate - Sandstone,,,,S.E.,,1,,"Patrick Macgregor, Logie Almond Manse",4,51
152,152,Chapel   Mr tons Cruden - Methven - Auchtergavin Parish - “Sack Stone.”,high : 10 feet,Whinstone,,,height above sea level : 800 feet,,,1,,William Duff,5,51
153,153,Chapel   Mr tons Cruden - N.W.,,granite - mica - slate - sand,,,height above sea level : 1800 feet,N.W.,,7,stratified - sand - clay,"James M‘Kerracher, Errol",7,51
154,154,"Chapel   Mr tons Cruden - Straloch - Mauny - “Clach w’hor,” - “Clach Mhoir” - “Clach Tan.”",diameter : 24 feet - high : 20 feet,granite - slate - mica - quartzite,,weight : 800 tons,,,,3,clay,"Dr Robertson, Straloch",2,52
155,155,Chapel   Mr tons Cruden - ““Glenballoch Stone.” - “Clach a Druidh”,12 x 6 x 6 - 22 x 17 x 12,Mica - schist - Porphyry - granite,,,,N. - N.W. - E.,,1,,"Mr Herdman, Rattray",3,52
156,156,"Chapel   Mr tons Cruden - Straloch - Mauny - “Clach w’hor,” - “Clach Mhoir” - “Clach Tan.”",diameter : 24 feet - high : 20 feet,granite - slate - mica - quartzite,,weight : 800 tons,,,,3,clay,"Dr Robertson, Straloch",2,52
157,157,Chapel   Mr tons Cruden - ““Glenballoch Stone.” - “Clach a Druidh”,12 x 6 x 6 - 22 x 17 x 12,Mica - schist - Porphyry - granite,,,,N. - N.W. - E.,,1,,"Mr Herdman, Rattray",3,52
158,158,"Chapel   Mr tons Cruden - “(Geol. of N. of Scot.,”",,,,,,E. - N.,,1,,"Nicol, Geol.",1,53
159,159,Chapel   Mr tons Cruden - Strathconon - Beauly,,,,,,,,5,,James Watson,2,53
160,160,Chapel   Mr tons Cruden - Edderton.,23 x 19 x 12,Granite,,,,N.E.,,1,,KEwen M‘Ewen,3,53
161,161,Chapel   Mr tons Cruden - Carn na Cuinnaig - N.W,,,,,height above sea level : 900 feet,N.W.,,1,,,5,53
162,162,Chapel   Mr tons Cruden - Tain - Tarbat - Tarbhat,,granite,,,,,,1,,,6,53
